"LATITUDE","LONGITUDE","GEOGRAPHY_NAME","GEOGRAPHY_NAME_TYPE","NUMERIC_VALUE","NUMERIC_VALUE_TYPE","GEOGRAPHIC_POPULATION","NUMERIC_VALUE_FOR_COLORING","OPACITY_VALUE_0_THRU_LT_1","RADIUS_VALUE_0_THRU_100","RECORD_NO","COLOR_NAME"
"28.3092390000","-80.6759560000","Merritt Island CDP,FL","City","34.0000000000","Weather (NRP)","36532","-34",".98","1","1793","ORANGE"
"41.5964930000","-87.5385720000","Calumet City city,IL","City","70.0000000000","Weather (NRP)","36551","-70",".90","1","1794","YELLOW"
"40.6519490000","-112.0093990000","Kearns metro township,UT","City","41.0000000000","Weather (NRP)","36581","-41",".77","1","1795","ORANGE"
"30.1662710000","-85.6701910000","Panama City city,FL","City","25.0000000000","Weather (NRP)","36640","-25",".25","1","1796","RED"
"38.3090980000","-85.8244580000","New Albany city,IN","City","46.0000000000","Weather (NRP)","36647","-46",".62","1","1797","ORANGE"
"41.5916120000","-87.1789390000","Portage city,IN","City","80.0000000000","Weather (NRP)","36648","-80",".60","1","1798","YELLOW"
"33.4511360000","-94.0900870000","Texarkana city,TX","City","21.0000000000","Weather (NRP)","36688","-21",".37","1","1799","RED"
"42.2432910000","-83.1812580000","Lincoln Park city,MI","City","64.0000000000","Weather (NRP)","36697","-64",".08","1","1800","ORANGE"
"26.1903000000","-98.1520330000","San Juan city,TX","City","30.0000000000","Weather (NRP)","36744","-30",".10","1","1801","RED"
"42.5235060000","-89.0176600000","Beloit city,WI","City","96.0000000000","Weather (NRP)","36836","-96",".12","1","1802","YELLOW"
"41.9307820000","-88.0089870000","Addison village,IL","City","61.0000000000","Weather (NRP)","36896","-61",".17","1","1803","ORANGE"
"29.5499220000","-95.8213890000","Rosenberg city,TX","City","73.0000000000","Weather (NRP)","37059","-73",".81","1","1804","YELLOW"
"42.9606040000","-88.0056700000","Greenfield city,WI","City","37.0000000000","Weather (NRP)","37099","-37",".89","1","1805","ORANGE"
"40.7406790000","-84.1120910000","Lima city,OH","City","87.0000000000","Weather (NRP)","37117","-87",".39","1","1806","YELLOW"
"25.5882320000","-80.3857890000","South Miami Heights CDP,FL","City","54.0000000000","Weather (NRP)","37119","-54",".38","1","1807","ORANGE"
"36.2240450000","-115.9967440000","Pahrump CDP,NV","City","56.0000000000","Weather (NRP)","37298","-56",".32","1","1808","ORANGE"
"25.9601600000","-80.1330110000","Aventura city,FL","City","55.0000000000","Weather (NRP)","37303","-55",".35","1","1809","ORANGE"
"47.1415290000","-122.4378370000","Parkland CDP,WA","City","3.0000000000","Weather (NRP)","37303","-3",".91","1","1810","RED"
"34.9456270000","-81.9259440000","Spartanburg city,SC","City","19.0000000000","Weather (NRP)","37424","-19",".43","1","1811","RED"
"46.1457070000","-122.9642990000","Longview city,WA","City","71.0000000000","Weather (NRP)","37520","-71",".87","1","1812","YELLOW"
"39.1606020000","-75.5216590000","Dover city,DE","City","15.0000000000","Weather (NRP)","37523","-15",".55","1","1813","RED"
"42.4323130000","-123.3317720000","Grants Pass city,OR","City","5.0000000000","Weather (NRP)","37545","-5",".85","1","1814","RED"
"35.7437970000","-95.3564050000","Muskogee city,OK","City","54.0000000000","Weather (NRP)","37624","-54",".38","1","1815","ORANGE"
"43.2265400000","-86.2572470000","Muskegon city,MI","City","22.0000000000","Weather (NRP)","37633","-22",".34","1","1816","RED"
"28.0173220000","-82.5061410000","Egypt Lake-Leto CDP,FL","City","45.0000000000","Weather (NRP)","37704","-45",".65","1","1817","ORANGE"
"35.5837170000","-80.8277550000","Mooresville town,NC","City","76.0000000000","Weather (NRP)","37835","-76",".72","1","1818","YELLOW"
"32.3841700000","-88.6894480000","Meridian city,MS","City","23.0000000000","Weather (NRP)","37848","-23",".31","1","1819","RED"
"42.1227360000","-88.2938960000","Carpentersville village,IL","City","40.0000000000","Weather (NRP)","37872","-40",".80","1","1820","ORANGE"
"29.6936950000","-95.6663420000","Mission Bend CDP,TX","City","75.0000000000","Weather (NRP)","37979","-75",".75","1","1821","YELLOW"
"39.3772970000","-74.4510820000","Atlantic City city,NJ","City","20.0000000000","Weather (NRP)","37999","-20",".40","1","1822","RED"
"41.4701630000","-90.5831130000","Rock Island city,IL","City","62.0000000000","Weather (NRP)","38111","-62",".14","1","1823","ORANGE"
"39.9587860000","-82.7952020000","Reynoldsburg city,OH","City","43.0000000000","Weather (NRP)","38129","-43",".71","1","1824","ORANGE"
"47.8289790000","-122.3006720000","Lynnwood city,WA","City","8.0000000000","Weather (NRP)","38143","-8",".76","1","1825","RED"
"36.3784880000","-86.4690900000","Gallatin city,TN","City","93.0000000000","Weather (NRP)","38156","-93",".21","1","1826","YELLOW"
"32.7123150000","-117.0037100000","La Presa CDP,CA","City",".0000000000","Weather (NRP)","38227","0",".99","1","1827","RED"
"34.2706040000","-88.7324550000","Tupelo city,MS","City","21.0000000000","Weather (NRP)","38271","-21",".37","1","1828","RED"
"32.7290880000","-103.1608280000","Hobbs city,NM","City","79.0000000000","Weather (NRP)","38375","-79",".63","1","1829","YELLOW"
"33.8002360000","-117.9934450000","Stanton city,CA","City","7.0000000000","Weather (NRP)","38377","-7",".79","1","1830","RED"
"40.3715410000","-111.7411600000","Pleasant Grove city,UT","City","53.0000000000","Weather (NRP)","38380","-53",".41","1","1831","ORANGE"
"35.6225090000","-87.0497660000","Columbia city,TN","City","81.0000000000","Weather (NRP)","38380","-81",".57","1","1832","YELLOW"
"25.7068160000","-80.4406970000","Kendall West CDP,FL","City","57.0000000000","Weather (NRP)","38433","-57",".29","1","1833","ORANGE"
"34.1779100000","-79.7901040000","Florence city,SC","City","14.0000000000","Weather (NRP)","38487","-14",".58","1","1834","RED"
"42.1296140000","-87.9215030000","Wheeling village,IL","City","46.0000000000","Weather (NRP)","38499","-46",".62","1","1835","ORANGE"
"34.4894420000","-93.0502540000","Hot Springs city,AR","City","97.0000000000","Weather (NRP)","38559","-97",".09","1","1836","YELLOW"
"44.9617660000","-89.6465380000","Wausau city,WI","City","79.0000000000","Weather (NRP)","38735","-79",".63","1","1837","YELLOW"
"33.6155000000","-112.2831080000","Sun City CDP,AZ","City","33.0000000000","Weather (NRP)","38877","-33",".01","1","1838","RED"
"34.4385690000","-103.1941940000","Clovis city,NM","City","29.0000000000","Weather (NRP)","38891","-29",".13","1","1839","RED"
"37.0631840000","-120.8403040000","Los Banos city,CA","City","69.0000000000","Weather (NRP)","38914","-69",".93","1","1840","YELLOW"
"39.9116660000","-104.9821370000","Northglenn city,CO","City","39.0000000000","Weather (NRP)","38973","-39",".83","1","1841","ORANGE"
"32.8366430000","-97.1806270000","Hurst city,TX","City","28.0000000000","Weather (NRP)","38976","-28",".16","1","1842","RED"
"45.0029710000","-123.0244910000","Keizer city,OR","City","1.0000000000","Weather (NRP)","38980","-1",".97","1","1843","RED"
"28.0143590000","-82.1202820000","Plant City city,FL","City","77.0000000000","Weather (NRP)","39012","-77",".69","1","1844","YELLOW"
"33.3796720000","-84.7712040000","Newnan city,GA","City","90.0000000000","Weather (NRP)","39019","-90",".30","1","1845","YELLOW"
"32.9277890000","-96.8785390000","Farmers Branch city,TX","City","28.0000000000","Weather (NRP)","39039","-28",".16","1","1846","RED"
"41.1710500000","-112.0481380000","Roy city,UT","City","4.0000000000","Weather (NRP)","39040","-4",".88","1","1847","RED"
"36.0951780000","-115.2636090000","Spring Valley CDP,NV","City","2.0000000000","Weather (NRP)","207127","-2",".94","2","2465","RED"
"33.9232530000","-117.2056850000","Moreno Valley city,CA","City","8.0000000000","Weather (NRP)","207289","-8",".76","2","2466","RED"
"34.1994360000","-119.2075150000","Oxnard city,CA","City","32.0000000000","Weather (NRP)","208154","-32",".04","2","2467","RED"
"35.0827660000","-78.9735150000","Fayetteville city,NC","City","7.0000000000","Weather (NRP)","210432","-7",".79","2","2468","RED"
"34.1089560000","-117.4628880000","Fontana city,CA","City","3.0000000000","Weather (NRP)","210759","-3",".91","2","2469","RED"
"33.5271740000","-86.7970360000","Birmingham city,AL","City","53.0000000000","Weather (NRP)","212297","-53",".41","2","2470","ORANGE"
"37.6375330000","-121.0030490000","Modesto city,CA","City","7.0000000000","Weather (NRP)","212616","-7",".79","2","2471","RED"
"47.2521990000","-122.4598320000","Tacoma city,WA","City","5.0000000000","Weather (NRP)","212869","-5",".85","2","2472","RED"
"41.5725900000","-93.6102430000","Des Moines city,IA","City","67.0000000000","Weather (NRP)","215636","-67",".99","2","2473","YELLOW"
"34.1411400000","-117.2946350000","San Bernardino city,CA","City","3.0000000000","Weather (NRP)","216089","-3",".91","2","2474","RED"
"47.6669350000","-117.4333220000","Spokane city,WA","City","5.0000000000","Weather (NRP)","217353","-5",".85","2","2475","RED"
"30.4421740000","-91.1308940000","Baton Rouge city,LA","City","28.0000000000","Weather (NRP)","224149","-28",".16","2","2476","RED"
"43.6002330000","-116.2298000000","Boise City city,ID","City","10.0000000000","Weather (NRP)","226115","-10",".70","2","2477","RED"
"37.5313990000","-77.4760090000","Richmond city,VA","City","26.0000000000","Weather (NRP)","226622","-26",".22","2","2478","RED"
"25.8699410000","-80.3028650000","Hialeah city,FL","City","58.0000000000","Weather (NRP)","234539","-58",".26","2","2479","ORANGE"
"36.0871480000","-115.1355190000","Paradise CDP,NV","City","6.0000000000","Weather (NRP)","235087","-6",".82","2","2480","RED"
"32.9098260000","-96.6303340000","Garland city,TX","City","27.0000000000","Weather (NRP)","238418","-27",".19","2","2481","RED"
"32.8577480000","-96.9700220000","Irving city,TX","City","35.0000000000","Weather (NRP)","239783","-35",".95","2","2482","ORANGE"
"36.2819610000","-115.0875060000","North Las Vegas city,NV","City","5.0000000000","Weather (NRP)","241369","-5",".85","2","2483","RED"
"36.1028630000","-80.2608290000","Winston-Salem city,NC","City","22.0000000000","Weather (NRP)","244115","-22",".34","2","2484","RED"
"36.9230150000","-76.2446410000","Norfolk city,VA","City","25.0000000000","Weather (NRP)","244601","-25",".25","2","2485","RED"
"39.5490970000","-119.8499070000","Reno city,NV","City","4.0000000000","Weather (NRP)","246500","-4",".88","2","2486","RED"
"33.5331110000","-112.1899010000","Glendale city,AZ","City","12.0000000000","Weather (NRP)","247813","-12",".64","2","2487","RED"
"33.5668310000","-101.8878470000","Lubbock city,TX","City","22.0000000000","Weather (NRP)","253851","-22",".34","2","2488","RED"
"43.0878150000","-89.4298560000","Madison city,WI","City","46.0000000000","Weather (NRP)","254977","-46",".62","2","2489","ORANGE"
"42.8924920000","-78.8596860000","Buffalo city,NY","City","20.0000000000","Weather (NRP)","256480","-20",".40","2","2490","RED"
"27.5616610000","-99.4882030000","Laredo city,TX","City","80.0000000000","Weather (NRP)","259151","-80",".60","2","2491","YELLOW"
"27.7664000000","-82.6431700000","St. Petersburg city,FL","City","56.0000000000","Weather (NRP)","261338","-56",".32","2","2492","ORANGE"
"40.7114170000","-74.0647600000","Jersey City city,NJ","City","68.0000000000","Weather (NRP)","261940","-68",".96","2","2493","YELLOW"
"41.0891320000","-85.1439000000","Fort Wayne city,IN","City","54.0000000000","Weather (NRP)","265752","-54",".38","2","2494","ORANGE"
"35.9800500000","-78.9009760000","Durham city,NC","City","26.0000000000","Weather (NRP)","269702","-26",".22","2","2495","RED"
"41.6640710000","-83.5818610000","Toledo city,OH","City","30.0000000000","Weather (NRP)","276614","-30",".10","2","2496","RED"
"28.4086500000","-81.2548050000","Orlando city,FL","City","46.0000000000","Weather (NRP)","280832","-46",".62","2","2497","ORANGE"
"40.7242200000","-74.1725740000","Newark city,NJ","City","25.0000000000","Weather (NRP)","281054","-25",".25","2","2498","RED"
"40.8089550000","-96.6789440000","Lincoln city,NE","City","29.0000000000","Weather (NRP)","283839","-29",".13","2","2499","RED"
"36.0951480000","-79.8269960000","Greensboro city,NC","City","19.0000000000","Weather (NRP)","291303","-19",".43","2","2500","RED"
"36.0101550000","-115.0357510000","Henderson city,NV","City","2.0000000000","Weather (NRP)","300116","-2",".94","2","2501","RED"
"39.1401830000","-84.5058290000","Cincinnati city,OH","City","49.0000000000","Weather (NRP)","301394","-49",".53","2","2502","ORANGE"
"40.4397750000","-79.9763330000","Pittsburgh city,PA","City","55.0000000000","Weather (NRP)","302205","-55",".35","2","2503","ORANGE"
"44.9489010000","-93.1040630000","St. Paul city,MN","City","43.0000000000","Weather (NRP)","304547","-43",".71","3","2504","ORANGE"
"38.6356990000","-90.2445820000","St. Louis city,MO","City","73.0000000000","Weather (NRP)","308174","-73",".81","3","2505","YELLOW"
"37.9763420000","-121.3133040000","Stockton city,CA","City","1.0000000000","Weather (NRP)","309228","-1",".97","3","2506","RED"
"38.0406780000","-84.4582720000","Lexington-Fayette urban county,KT","City","26.0000000000","Weather (NRP)","320601","-26",".22","3","2507","RED"
"27.7542520000","-97.1733850000","Corpus Christi city,TX","City","35.0000000000","Weather (NRP)","325780","-35",".95","3","2508","ORANGE"
"33.9381430000","-117.3931680000","Riverside city,CA","City","10.0000000000","Weather (NRP)","326414","-10",".70","3","2509","RED"
"33.7363320000","-117.8829000000","Santa Ana city,CA","City","5.0000000000","Weather (NRP)","332794","-5",".85","3","2510","RED"
"33.8555020000","-117.7586570000","Anaheim city,CA","City","26.0000000000","Weather (NRP)","349964","-26",".22","3","2511","RED"
"39.7036330000","-104.7200880000","Aurora city,CO","City","46.0000000000","Weather (NRP)","369111","-46",".62","3","2512","ORANGE"
"35.3535930000","-119.0369210000","Bakersfield city,CA","City","8.0000000000","Weather (NRP)","377917","-8",".76","3","2513","RED"
"41.4784620000","-81.6794350000","Cleveland city,OH","City","30.0000000000","Weather (NRP)","385282","-30",".10","3","2514","RED"
"27.9678760000","-82.4745860000","Tampa city,FL","City","46.0000000000","Weather (NRP)","387916","-46",".62","3","2515","ORANGE"
"37.6906380000","-97.3458360000","Wichita city,KS","City","36.0000000000","Weather (NRP)","389877","-36",".92","3","2516","ORANGE"
"30.0534200000","-89.9345020000","New Orleans city,LA","City","47.0000000000","Weather (NRP)","390845","-47",".59","3","2517","ORANGE"
"32.7007080000","-97.1246910000","Arlington city,TX","City","33.0000000000","Weather (NRP)","395477","-33",".01","3","2518","RED"
"36.1279490000","-95.9023160000","Tulsa city,OK","City","44.0000000000","Weather (NRP)","402324","-44",".68","3","2519","ORANGE"
"44.9633240000","-93.2683200000","Minneapolis city,MN","City","33.0000000000","Weather (NRP)","420324","-33",".01","3","2520","RED"
"25.7751630000","-80.2086150000","Miami city,FL","City","64.0000000000","Weather (NRP)","454279","-64",".08","3","2521","ORANGE"
"35.8302040000","-78.6414930000","Raleigh city,NC","City","69.0000000000","Weather (NRP)","464485","-69",".93","3","2522","YELLOW"
"38.8672550000","-104.7607490000","Colorado Springs city,CO","City","14.0000000000","Weather (NRP)","464871","-14",".58","3","2523","RED"
"33.7807910000","-118.1681800000","Long Beach city,CA","City","5.0000000000","Weather (NRP)","466776","-5",".85","3","2524","RED"
"41.2627050000","-96.0534750000","Omaha city,NE","City","53.0000000000","Weather (NRP)","475862","-53",".41","3","2525","ORANGE"
"39.1223610000","-94.5551170000","Kansas City city,MO","City","64.0000000000","Weather (NRP)","486404","-64",".08","3","2526","ORANGE"
"33.7629090000","-84.4226750000","Atlanta city,GA","City","17.0000000000","Weather (NRP)","488800","-17",".49","3","2527","RED"
"33.4006260000","-111.7164870000","Mesa city,AZ","City","18.0000000000","Weather (NRP)","499720","-18",".46","3","2528","RED"
"38.5676940000","-121.4681610000","Sacramento city,CA","City","1.0000000000","Weather (NRP)","500930","-1",".97","3","2529","RED"
"36.7826840000","-119.7933590000","Fresno city,CA","City","12.0000000000","Weather (NRP)","525010","-12",".64","3","2530","RED"
"32.1530360000","-110.8707730000","Tucson city,AZ","City","4.0000000000","Weather (NRP)","541482","-4",".88","3","2531","RED"
"35.1047800000","-106.6468090000","Albuquerque city,NM","City","32.0000000000","Weather (NRP)","559374","-32",".04","3","2532","RED"
"43.0633480000","-87.9666950000","Milwaukee city,WI","City","36.0000000000","Weather (NRP)","594548","-36",".92","3","2533","ORANGE"
"39.3000320000","-76.6104760000","Baltimore city,MD","City","54.0000000000","Weather (NRP)","609032","-54",".38","4","2534","ORANGE"
"38.1653760000","-85.6473770000","Louisville/Jefferson County metro government (balance),KT","City","55.0000000000","Weather (NRP)","617790","-55",".35","4","2535","ORANGE"
"36.2334990000","-115.2640370000","Las Vegas city,NV","City","2.0000000000","Weather (NRP)","634773","-2",".94","4","2536","RED"
"35.4670790000","-97.5136570000","Oklahoma City city,OK","City","40.0000000000","Weather (NRP)","643692","-40",".80","4","2537","ORANGE"
"45.5369510000","-122.6499710000","Portland city,OR","City","6.0000000000","Weather (NRP)","645291","-6",".82","4","2538","RED"
"35.1090180000","-89.9665650000","Memphis city,TN","City","49.0000000000","Weather (NRP)","651932","-49",".53","4","2539","ORANGE"
"36.1718000000","-86.7850020000","Nashville-Davidson metropolitan government (balance),TN","City","38.0000000000","Weather (NRP)","663750","-38",".86","4","2540","ORANGE"
"42.3830370000","-83.1022370000","Detroit city,MI","City","42.0000000000","Weather (NRP)","674841","-42",".74","4","2541","ORANGE"
"31.8477800000","-106.4311060000","El Paso city,TX","City","8.0000000000","Weather (NRP)","679813","-8",".76","4","2542","RED"
"39.7618500000","-104.8811050000","Denver city,CO","City","31.0000000000","Weather (NRP)","705576","-31",".07","4","2543","RED"
"35.2090450000","-80.8309900000","Charlotte city,NC","City","38.0000000000","Weather (NRP)","857425","-38",".86","4","2544","ORANGE"
"39.7766640000","-86.1459350000","Indianapolis city (balance),IN","City","63.0000000000","Weather (NRP)","864447","-63",".11","4","2545","ORANGE"
"32.7815180000","-97.3467460000","Fort Worth city,TX","City","35.0000000000","Weather (NRP)","874401","-35",".95","4","2546","ORANGE"
"39.9855310000","-82.9855940000","Columbus city,OH","City","47.0000000000","Weather (NRP)","878553","-47",".59","4","2547","ORANGE"
"30.3368640000","-81.6616030000","Jacksonville city,FL","City","58.0000000000","Weather (NRP)","890467","-58",".26","4","2548","ORANGE"
"30.3011570000","-97.7526950000","Austin city,TX","City","17.0000000000","Weather (NRP)","950807","-17",".49","4","2549","RED"
"32.7933330000","-96.7665130000","Dallas city,TX","City","30.0000000000","Weather (NRP)","1330612","-30",".10","5","2550","RED"
"29.4634080000","-98.5242870000","San Antonio city,TX","City","19.0000000000","Weather (NRP)","1508083","-19",".43","5","2551","RED"
"40.0093760000","-75.1333460000","Philadelphia city,PA","City","46.0000000000","Weather (NRP)","1579075","-46",".62","6","2552","ORANGE"
"33.5721540000","-112.0901320000","Phoenix city,AZ","City","15.0000000000","Weather (NRP)","1633017","-15",".55","6","2553","RED"
"29.7857430000","-95.3888060000","Houston city,TX","City","33.0000000000","Weather (NRP)","2310432","-33",".01","7","2554","RED"
"41.8370450000","-87.6849390000","Chicago city,IL","City","50.0000000000","Weather (NRP)","2709534","-50",".50","7","2555","ORANGE"
"42.4548180000","-75.0668840000","Oneonta city,NY","City","95.0000000000","Weather (NRP)","13893","-95",".15","1","617","YELLOW"
"42.4390120000","-82.9292540000","Harper Woods city,MI","City","37.0000000000","Weather (NRP)","13895","-37",".89","1","618","ORANGE"
"28.8133490000","-81.6334110000","Mount Dora city,FL","City","96.0000000000","Weather (NRP)","13897","-96",".12","1","619","YELLOW"
"42.5230500000","-83.5310860000","Wixom city,MI","City","56.0000000000","Weather (NRP)","13902","-56",".32","1","620","ORANGE"
"27.0446890000","-82.4158410000","South Venice CDP,FL","City","80.0000000000","Weather (NRP)","13907","-80",".60","1","621","YELLOW"
"35.3249520000","-82.4567410000","Hendersonville city,NC","City","20.0000000000","Weather (NRP)","13908","-20",".40","1","622","RED"
"44.8853580000","-94.3768760000","Hutchinson city,MN","City","98.0000000000","Weather (NRP)","13914","-98",".06","1","623","YELLOW"
"36.3413040000","-79.6738260000","Reidsville city,NC","City","82.0000000000","Weather (NRP)","13915","-82",".54","1","624","YELLOW"
"36.2162830000","-121.1319620000","King City city,CA","City","44.0000000000","Weather (NRP)","13921","-44",".68","1","625","ORANGE"
"41.8683690000","-87.8156630000","Forest Park village,IL","City","56.0000000000","Weather (NRP)","13927","-56",".32","1","626","ORANGE"
"39.6011520000","-82.9325150000","Circleville city,OH","City","75.0000000000","Weather (NRP)","13928","-75",".75","1","627","YELLOW"
"35.2644870000","-114.0090730000","New Kingman-Butler CDP,AZ","City","67.0000000000","Weather (NRP)","13933","-67",".99","1","628","YELLOW"
"25.7278960000","-80.3390000000","Olympia Heights CDP,FL","City","65.0000000000","Weather (NRP)","13958","-65",".05","1","629","ORANGE"
"47.4174500000","-120.2837980000","East Wenatchee city,WA","City",".0000000000","Weather (NRP)","13960","0",".99","1","630","RED"
"44.3751630000","-100.3199960000","Pierre city,SD","City","17.0000000000","Weather (NRP)","13961","-17",".49","1","631","RED"
"39.0149880000","-94.2163710000","Grain Valley city,MO","City","89.0000000000","Weather (NRP)","13966","-89",".33","1","632","YELLOW"
"33.6054390000","-83.8466340000","Covington city,GA","City","47.0000000000","Weather (NRP)","13967","-47",".59","1","633","ORANGE"
"27.0726630000","-80.1423670000","Hobe Sound CDP,FL","City","87.0000000000","Weather (NRP)","14003","-87",".39","1","634","YELLOW"
"38.8950750000","-121.0767390000","Auburn city,CA","City","6.0000000000","Weather (NRP)","14011","-6",".82","1","635","RED"
"35.9340660000","-89.9051330000","Blytheville city,AR","City","97.0000000000","Weather (NRP)","14011","-97",".09","1","636","YELLOW"
"38.5519190000","-91.0154910000","Washington city,MO","City","69.0000000000","Weather (NRP)","14014","-69",".93","1","637","YELLOW"
"33.6765870000","-86.8098440000","Gardendale city,AL","City","40.0000000000","Weather (NRP)","14016","-40",".80","1","638","ORANGE"
"35.1903830000","-79.3958640000","Southern Pines town,NC","City","76.0000000000","Weather (NRP)","14022","-76",".72","1","639","YELLOW"
"29.8586970000","-90.0032900000","Belle Chasse CDP,LA","City","16.0000000000","Weather (NRP)","14024","-16",".52","1","640","RED"
"33.5124600000","-90.1989630000","Greenwood city,MS","City","35.0000000000","Weather (NRP)","14040","-35",".95","1","641","ORANGE"
"48.8526280000","-122.5886230000","Ferndale city,WA","City","16.0000000000","Weather (NRP)","14043","-16",".52","1","642","RED"
"33.4497690000","-82.2079660000","Grovetown city,GA","City","30.0000000000","Weather (NRP)","14053","-30",".10","1","643","RED"
"47.5384430000","-122.6324310000","Port Orchard city,WA","City","9.0000000000","Weather (NRP)","14062","-9",".73","1","644","RED"
"27.5390140000","-80.3871600000","Lakewood Park CDP,FL","City","18.0000000000","Weather (NRP)","14064","-18",".46","1","645","RED"
"31.1794300000","-83.7907860000","Moultrie city,GA","City","82.0000000000","Weather (NRP)","14069","-82",".54","1","646","YELLOW"
"41.0027170000","-76.4565800000","Bloomsburg town,PA","City","78.0000000000","Weather (NRP)","14085","-78",".66","1","647","YELLOW"
"44.9346530000","-91.3891650000","Chippewa Falls city,WI","City","25.0000000000","Weather (NRP)","14101","-25",".25","1","648","RED"
"34.7431700000","-87.6337610000","Muscle Shoals city,AL","City","23.0000000000","Weather (NRP)","14103","-23",".31","1","649","RED"
"30.0502260000","-81.9010750000","Middleburg CDP,FL","City","23.0000000000","Weather (NRP)","14111","-23",".31","1","650","RED"
"39.5379160000","-83.4277880000","Washington Court House city,OH","City","69.0000000000","Weather (NRP)","14114","-69",".93","1","651","YELLOW"
"34.4573290000","-85.6894470000","Fort Payne city,AL","City","80.0000000000","Weather (NRP)","14115","-80",".60","1","652","YELLOW"
"26.5171900000","-81.9608110000","Iona CDP,FL","City","23.0000000000","Weather (NRP)","14118","-23",".31","1","653","RED"
"41.5998220000","-87.0549960000","Chesterton town,IN","City","82.0000000000","Weather (NRP)","14119","-82",".54","1","654","YELLOW"
"41.6342990000","-81.4679050000","Willowick city,OH","City","73.0000000000","Weather (NRP)","14133","-73",".81","1","655","YELLOW"
"39.2805860000","-84.4075140000","Sharonville city,OH","City","62.0000000000","Weather (NRP)","14133","-62",".14","1","656","ORANGE"
"39.6607800000","-74.7670210000","Hammonton town,NJ","City","23.0000000000","Weather (NRP)","14139","-23",".31","1","657","RED"
"32.2630760000","-107.7524900000","Deming city,NM","City","77.0000000000","Weather (NRP)","14139","-77",".69","1","658","YELLOW"
"25.8201640000","-80.2889450000","Miami Springs city,FL","City","63.0000000000","Weather (NRP)","14146","-63",".11","1","659","ORANGE"
"40.9542880000","-81.5848690000","New Franklin city,OH","City","61.0000000000","Weather (NRP)","14150","-61",".17","1","660","ORANGE"
"41.7034150000","-87.7794670000","Chicago Ridge village,IL","City","39.0000000000","Weather (NRP)","14153","-39",".83","1","661","ORANGE"
"38.5556060000","-90.1802520000","Cahokia village,IL","City","62.0000000000","Weather (NRP)","14162","-62",".14","1","662","ORANGE"
"43.1318330000","-115.6967160000","Mountain Home city,ID","City","16.0000000000","Weather (NRP)","14166","-16",".52","1","663","RED"
"42.9399930000","-88.0008570000","Greendale village,WI","City","40.0000000000","Weather (NRP)","14176","-40",".80","1","664","ORANGE"
"40.9513150000","-72.6760560000","Riverhead CDP,NY","City","77.0000000000","Weather (NRP)","14196","-77",".69","1","665","YELLOW"
"35.8620200000","-101.9649720000","Dumas city,TX","City","94.0000000000","Weather (NRP)","14222","-94",".18","1","666","YELLOW"
"37.3872810000","-120.7249430000","Livingston city,CA","City","70.0000000000","Weather (NRP)","14228","-70",".90","1","667","YELLOW"
"41.3753620000","-88.4310430000","Morris city,IL","City","94.0000000000","Weather (NRP)","14237","-94",".18","1","668","YELLOW"
"31.3429260000","-92.4089300000","Pineville city,LA","City","81.0000000000","Weather (NRP)","14237","-81",".57","1","669","YELLOW"
"40.8211100000","-74.0030320000","Fairview borough,NJ","City","57.0000000000","Weather (NRP)","14258","-57",".29","1","670","ORANGE"
"40.1735150000","-122.2415250000","Red Bluff city,CA","City","4.0000000000","Weather (NRP)","14264","-4",".88","1","671","RED"
"38.9306930000","-121.0810810000","North Auburn CDP,CA","City","7.0000000000","Weather (NRP)","14269","-7",".79","1","672","RED"
"48.9499200000","-122.4548030000","Lynden city,WA","City","24.0000000000","Weather (NRP)","14281","-24",".28","1","673","RED"
"35.0135990000","-90.7932070000","Forrest City city,AR","City","87.0000000000","Weather (NRP)","14285","-87",".39","1","674","YELLOW"
"40.3112510000","-79.5443990000","Greensburg city,PA","City","77.0000000000","Weather (NRP)","14290","-77",".69","1","675","YELLOW"
"37.3440170000","-79.9522290000","Hollins CDP,VA","City","10.0000000000","Weather (NRP)","14329","-10",".70","1","676","RED"
"33.8304820000","-118.0734510000","Hawaiian Gardens city,CA","City","3.0000000000","Weather (NRP)","14337","-3",".91","1","677","RED"
"43.3111600000","-73.6452860000","Glens Falls city,NY","City","88.0000000000","Weather (NRP)","14340","-88",".36","1","678","YELLOW"
"40.6919740000","-75.1790060000","Phillipsburg town,NJ","City","44.0000000000","Weather (NRP)","14344","-44",".68","1","679","ORANGE"
"30.3844440000","-87.2937880000","Warrington CDP,FL","City","38.0000000000","Weather (NRP)","14351","-38",".86","1","680","ORANGE"
"39.1551400000","-84.6359290000","Bridgetown CDP,OH","City","65.0000000000","Weather (NRP)","14352","-65",".05","1","681","ORANGE"
"30.8540100000","-88.0972020000","Saraland city,AL","City","10.0000000000","Weather (NRP)","14391","-10",".70","1","682","RED"
"37.0048420000","-85.9258760000","Glasgow city,KT","City","37.0000000000","Weather (NRP)","14393","-37",".89","1","683","ORANGE"
"26.3810000000","-98.8214770000","Rio Grande City city,TX","City","84.0000000000","Weather (NRP)","14408","-84",".48","1","684","YELLOW"
"31.4516150000","-85.6450350000","Ozark city,AL","City","31.0000000000","Weather (NRP)","14413","-31",".07","1","685","RED"
"34.4404340000","-86.9403640000","Hartselle city,AL","City","28.0000000000","Weather (NRP)","14428","-28",".16","1","686","RED"
